id,name,owner,capacity,fuel
1673,Nissan Motors Plant Extn,TNEI Services Ltd,2.0,Wind
1674,Nissan Test Track,Nissan / On-Site Land Solutions,4.8,Solar
1675,Nissan Wind Farm,Nissan Manufacturing UK,4.0,Wind
1676,Noble Foods,Wind Direct,1.5,Wind
1677,Norlands Lane Landfill Site,Thames Waste Management Ltd,2.7,Waste
1678,Norlands Lane Landfill Site (Extension),Thames Waste Management Ltd,4.0,Waste
1679,Norrington,Terraform Power (SunEdison),11.145,Solar
1680,North Creake Airfield (Resubmission),British Solar Renewables (formerly known as Solar Power Generation),20.0,Solar
1681,North East Energy Recovery Centre (adjacent to Teesside EfW),SITA UK,21.0,Waste
1682,North East of Ainderby Steeple,Renesola UK Ainderby Farm,5.9,Solar
1683,North Farm (Spetisbury),British Solar Renewables,11.6,Solar
1684,North Hoyle,Greencoat (formerly Npower Renewables),60.0,Wind
1685,North Moor Farm AD Plant (Farm AD),Rockscape Energy Ltd,4.0,Biomass
1686,North Norfolk Business Centre Solar Park,Lumicity,11.0,Solar
1687,North Of Field Barn,Blenheim Farm,1.0,Solar
1688,North Pickenham,Enertrag,14.4,Wind
1689,North Pickenham Airfield,Bernard Matthews Green Energy,4.0,Wind
1690,North Quay ERF,Veolia,18.3,Waste
1691,North Red Bog,Green Cat Renewables,1.6,Wind
1692,North Rhins,Greencoat UK Wind,22.0,Wind
1693,North Steads Wind Farm,Ventient (formerly Infinis),18.5,Wind
1694,North Tamar Environ Project - Holsworthy  (Farm AD),Holsworthy Biogas Company ( North Tamar Business Network),1.4,Biomass
1695,North Tenement,North Tenement Solar Farm Limited,5.0,Solar
1696,North Wayton Farm,KS SPV21 Ltd,5.0,Solar
1697,North Yard EfW,MVV Environment,22.5,Waste
1698,North of Newton Farm,Primrose Solar,3.0,Solar
1699,Northampton General Hospital,Northampton General Hospital,1.9,Biomass
1700,Northmoor,Lightsource Renewable Energy,5.0,Solar
1701,Northwick Estate (Extension),Northwick Power Ltd,2.2,Solar
1702,Norton Fields Farm,REsense c/o CO2Sense,1.3,Wind
1703,Norton Hall,Ms Power Projects Ltd,2.8,Solar
1704,Nova Scotia Farm solar park,Equitix,13.9,Solar
1705,Novar 2,RWE npower,36.8,Wind
1706,Nowhere Farm,Estover Energy,8.1,Solar
1707,Nutberry,,15.0,Wind
1708,Oak Cottage,Anesco,4.8672,Solar
1709,Oak Grove Biomass Facility,Oak Grove Renewables,2.0,Biomass
1710,Oak Grove Farm,Monmouthshire County Council,5.7,Solar
1711,Oakdale,Resonance,4.0,Wind
1712,Oakfield Farm,Renewable Source,5.0,Solar
1713,Oakfield Farm - extension,Renewable Source,1.7,Solar
1714,Oakham,Anesco/Parklands Solar,4.639,Solar
1715,Oaklands Farm - resubmission,Lightsource Renewable Energy,6.9,Solar
1716,Oaklands Plantation,Eneco UK,5.0,Solar
1717,Oatslie Landfill Gas,Waste Recycling Group,2.0,Waste
1718,Ockendon 'B' Landfill Scheme,Haul Waste Disposal Ltd,4.5,Waste
1719,Ockendon Area III,ENERGY DEVELOPMENTS (UK) LTD,8.5,Waste
1720,Odell Glebe Solar Farm,Vento Ludens Ltd,16.8,Solar
1721,Offham Landfill Site Phase II,ARC Ltd (Greenways Landfill)/ Waste Recycling Group plc,1.2,Waste
1722,Office Field,Anesco,7.2,Solar
1723,Old Rides solar Farm,Sunsave 9 (Old Rides) Ltd/ Vogt solar,8.0,Solar
1724,Oldbury,IES (Chinook Energy),40.0,Biomass
1725,Oldside Wind Farm,Windprospect (a subsidiary of Windcluster Ltd.),5.4,Wind
1726,Ongar Landfill Scheme,Waste Recycling Group,1.0,Waste
1727,Ongar Landfill Scheme 2,Waste Recycling Group,1.8,Waste
1728,Ora More,Natural Power,15.0,Wind
1729,Orchard End Windfarm,Renewable Energy Generation,4.1044,Wind
1730,Orchard Farm,Omega Solar / OPDE,10.0,Solar
1731,Ormonde,Vattenfall,150.0,Wind
1732,Orrin,Scottish and Southern Energy (SSE),18.0,Hydro
1733,Orton Park Farm,Orton Park Wind Energy,1.6,Wind
1734,Otherton Farm,Wirisol (Sun & Soil),4.0,Solar
1735,Otterham Down Wind Farm (Resubmission),Otter Power Ltd,3.2,Wind
1736,Oulton Airfield Solar Farm (Phase 1),Solar Century/ Bluefield Solar,5.0,Solar
1737,Out Newton,Powergen Renewables Developments Ltd,9.1,Wind
1738,Outwood Farm (Phase 1),MS Power Projects,5.0,Solar
1739,Ovenden Moor,Yorkshire Windpower,9.2,Wind
1740,Overton Solar Park,British Solar Renewables,3.75232,Solar
1741,Oving Solar Farm,Vogt Solar,5.0,Solar
1742,Owenreagh Extension,EF Energy,5.1,Wind
1743,Owenreagh Wind Farm,EF Energy,5.0,Wind
1744,Owl's Hatch Solar Park,Cubico Sustainable Investments,51.9376,Solar
1745,Owls Lodge,Anesco (previously AEE Renewables),10.00465,Solar
1746,Owls Lodge Farm Extension,Anesco,5.0,Solar
1747,Oxcroft,Anesco,4.189,Solar
1748,PARK WOOD SOLAR FARM,Solar Power Generation Limited,5.0,Solar
1749,PG1-Coxhoe Waste Disposal Site,Durham County Waste Management Company,3.8,Waste
1750,PG2 Bolam Power Generation,CLP,1.0,Waste
1751,PG2 Bolam Power Generator (Extension),CLP and Briagas,1.1,Waste
1752,PG4 St Bedes Power Generation,DURHAM COUNTY WASTE MANAGEMENT LTD,2.0,Waste
1753,PG4 St Bedes Power Generation (Extension 2),Natural Power,1.0,Waste
1754,PG4 St Bedes Power Generation (Extension),DURHAM COUNTY WASTE MANAGEMENT LTD,2.0,Waste
1755,PROMISED LAND FARM,Karl Spratt,1.0,Wind
1756,Packington Generation Plant Phase 3,Energy Developments (UK) / SITA UK,8.5,Waste
1757,Packington Solar Farm,Solstice Renewables,13.9,Solar
1758,Paddock Wood,Foresight Solar Fund,9.2,Solar
1759,Padleywood Farm,OST Energy,5.0,Solar
1760,Pant y wal,Pennant Wind Energy Ventures (PWEV),25.0,Wind
1761,Pant y wal extension,Pennant Walters (PYWX),20.0,Wind
1762,Pant-Y-Moch Farm,Canadian Solar,5.0,Solar
1763,Parabel North Beer Solar Farm,35 Degrees,6.8,Solar
1764,Parc Cynog,Vattenfall,5.0,Solar
1765,Parc Cynog,Micon Wind Turbines (UK) Limited,3.6,Wind
1766,Parc Cynog Extension,Nuon,8.4,Wind
1767,Parciau Farm Solar Park,Kronos Solar,13.9,Solar
1768,Parham Airfield (Great Glenham),AG Renewables Ltd,17.5,Solar
1769,Park Farm,BNRG (BL Solar),4.0,Solar
1770,Park Spring,EDF Energy Renewables,8.55,Wind
1771,Park Wall Solar Park,,5.0,Solar
1772,ParkerSteel Shoreham Plant,Larimin,1.8,Solar
1773,Parkhouse Corner (Orta Solar),Orta Solar,6.6,Solar
1774,Parklands,Anesco,4.6,Solar
1775,Parkview solar park,NextEnergy,6.5,Solar
1776,Parkwood Landfill Scheme,Coal Products Ltd Energy,1.2,Waste
1777,Partridge Farm,Eco Energy World,10.6,Solar
1778,Pashley Farm,Bluefield Solar Income Fund,11.5,Solar
1779,Pates Hill,Your Energy Ltd,14.0,Wind
1780,Path Head,SITA UK,1.0,Waste
1781,Patteson Court Landfill Site,Biogeneration / Biffa,1.8,Waste
1782,Paul's Hill,Fred Olsen Renewables,64.0,Wind
1783,Paulsgrove Landfill Site,Associated Energy Projects plc,2.4,Waste
1784,Pearie Law,EDF Energy Renewables,19.2,Wind
1785,Pebble Hall Farm - resubmission - Food Waste AD,Welland Waste Management Ltd,4.0,Biomass
1786,Pebsham,Biffa,3.0,Waste
1787,Pebsham (Extension),Biffa,1.0,Waste
1788,Peckfield Quarry Landfill Scheme,Natural Power,3.9,Waste
1789,Pembroke,RWE Npower Plc,2180.0,Gas
1790,Pen Rhiw,Lightsource Renewable Energy,4.748005,Solar
1791,Pen y Bont,Waste Recycling Group,2.3,Waste
1792,Pen y Cymoedd,Vattenfall (previously Nuon Renewables),228.0,Wind
1793,Pen-Y-Cae,Rockfire Capital,6.76227,Solar
1794,Penare Farm Solar Farm,British Solar Renewables (formerly Solar Power Generation),11.0,Solar
1795,Pencoose,First Solar Project Ltd,8.145,Solar
1796,Penmanshiel Wind Farm,RES,28.7,Wind
1797,Pennington Recycling Centre,Novus Solar Developments,1.2,Solar
1798,Penny Hill Lane,Banks Renewables,19.8,Wind
1799,Penrhiwarwydd Farm,MTS Hill Farm Solar Ltd,8.5,Solar
1800,Penrhys Wind Farm/Ferndale Power Factory,John Laing,6.4,Wind
1801,Pensipple Farm,Elgin Energy EsCo,5.0,Solar
1802,Pentland Road,Arnish Electric Ltd / Farm Energy Ltd,13.8,Wind
1803,Pentre farm,Kinetica Solar,5.5,Solar
1804,Pentylands Farm,Moser Baer,19.0,Solar
1805,Penycae Solar Farm,SBC Renewables,5.0,Solar
1806,Peterborough,,240.0,Gas
1807,Peterborough EfW,Viridor,7.3,Waste
1808,Peterhead,,1180.0,Gas
1809,Peterlee Solar Farm,Zaravolt Development,5.0,Solar
1810,Pierces Farm,Andrew Wickens,1.74,Solar
1811,Pilsworth Quarry Landfill Scheme,Terry Adams Ltd,4.1,Waste
1812,Pingewood Road South,BayWa/ SunGift,15.8,Solar
1813,Pingry Farm - Phase 1,Coleford Energy,3.4,Solar
1814,Pingry Farm - Phase 2,Coleford Energy,3.4,Solar
1815,Pinguin Foods,Pinguin Foods Ltd,1.5,Solar
1816,Pitchford,Lightsource Renewable Energy,10.2,Solar
1817,Pitlochry,Scottish and Southern Energy (SSE),15.0,Hydro
1818,Pitsea Landfill Scheme,Veolia,11.6,Waste
1819,Pitsea Tipp,,14.0,Waste
1820,Pitts Farm (revised application),,2.6,Solar
1821,Pitworthy Farm Solar Park,Hive Energy,18.0,Solar
1822,Place Barton Farm,British Solar Renewables,4.9,Solar
1823,Plascow wind cluster (resubmission),Rory Young,2.4,Wind
1824,Playters,Anesco,8.6295,Solar
1825,Point Wind / Beinn Ghrideag Farm,Point Power & Energy Ltd / SgurrEnergy,9.0,Wind
1826,Pollington Solar Farm,Pollington Solar,5.0,Solar
1827,Polmaugan Farm,Munich RE,5.0,Solar
1828,Pond Farm Solar Farm,Lark Energy,3.60354,Solar
1829,Pont Andrew,Lightsource Renewable Energy,1.5443,Solar
1830,Poole Generation Plant,ENERGY DEVELOPMENTS (UK) LTD,2.4,Waste
1831,Popehill Farm,North Tenement Solar Limited,5.0,Solar
1832,Poplars Anaerobic Digestion Facility (Waste AD),Biffa,6.0,Biomass
1833,Port of Barry (Resubmission) - Site 1,Associated British Ports (ABP),4.5,Solar
1834,Port of Barry (Resubmission) - Site 2,Associated British Ports (ABP),5.0,Solar
1835,Port of Liverpool,Mersey Docks and Harbour Company,10.0,Wind
1836,Port of Sheerness Wind Farm Ltd,Peel Energy,8.2,Wind
1837,Port of Tilbury,Scottish Equity Partners,9.2,Wind
1838,Portley Ford Landfill Site,Biogeneration / Biffa,1.8,Waste
1839,Portsmouth ERF,Veolia,14.0,Waste
1840,Porvair International Ltd,KL Technologies,1.8,Solar
1841,Potato Pot,Capital Dynamics,7.2,Wind
1842,Potters Bar Solar Farm,UK Sustainable Energy,5.0,Solar
1843,Pressock Farm,Green Power Consultants,5.0,Solar
1844,Preston Road AD Plant (Waste AD),Emerald Biogas,2.8,Biomass
1845,Prestop Park,SunE Prestop Park Limited,15.852,Solar
1846,Priest Weston,Mellington Farm,1.0,Solar
1847,Primrose Hill,Sun & Soil,4.3452,Solar
1848,Princes Gate Spring Water,Princes Gate Spring Water,1.6,Wind
1849,Priors Byne Farm,Gamma Solar Limited,7.6,Solar
1850,Promens,Lightsource Renewable Energy,1.648525,Solar
1851,Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD),Prosper Demulder Limited / ReFood,2.0,Biomass
1852,Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD) - extension,Prosper Demulder Limited / ReFood,3.0,Biomass
1853,Pulteney Distillery,GIB and Equitix,3.5,Biomass
1854,Pure Malt Products AD,Pure Malt Products Limited,1.5,Biomass
1855,Puriton,BNRG Renewables,4.5677,Solar
1856,Puriton Landfill Solar Farm,SBC Renewables,11.4,Solar
1857,PwllfaWatkin Landfill Gas Site,Waste Recycling Group,3.2,Waste
1858,Pyde Drove,Wessex Solar Energy,7.0,Solar
1859,Pylle Southern solar park (Lower Easton Farm),Pylle Solar/ John Laing,5.0,Solar
1860,QE2 Reservoir,Lightsource Renewable Energy,6.33765,Solar
1861,Quarrendon Fields,AWE Renewables,1.5,Wind
1862,Queen's Park Road Energy,Combined Landfill Projects (CLP),1.8,Waste
1863,Queens Park Energy,,1.9,Waste
1864,Quixwood Moor,NTR PLC,29.9,Wind
1865,ROOKERY FARM SOLAR FARM,Prosolia UK Ltd,5.3,Solar
1866,RUDGE FARM SOLAR FARM,Orta Solar,7.0,Solar
1867,Race Bank (Phase 1),Orsted (formerly Dong Energy)/ Macquarie Group,286.5,Wind
1868,Race farm,Equitix,6.1,Solar
1869,Radcliffe,Sirius Solar Building,4.1574,Solar
1870,Raglington Farm Solar Park,Hive Energy,4.6452,Solar
1871,Rainbow,Innogy (previously BELECTRIC Solar),4.7907,Solar
1872,Rainham Landfill Scheme  Phase I,Cleanaway / EDL,3.9,Waste
1873,Rainham Phase II,ENERGY DEVELOPMENTS (UK) LTD,17.0,Waste
1874,Rampisham North,British Solar Renewables,5.0,Solar
1875,Rampton Hospital Energy Centre,Cofely,1.2,Biomass
1876,Ramsey,REG Windpower,1.8,Wind
1877,Ramsey 2 Wind Farm,REG Windpower,8.2032,Wind
1878,Rannoch,Scottish and Southern: Hydro Schemes - Tummel,45.0,Hydro
1879,Ranson Moor (phase 1),Fenpower Limited,6.0,Wind
1880,Ranson Moor Wind Farm (Phase 2),EcoGen Projects Limited for Fenpower Limited   30 Fore Street Chasewater Cornwall TR4 8PT,4.0,Wind
1881,Ratcliffe,Uniper UK Limited,2000.0,Coal
1882,Ratcliffe GT,Uniper UK Limited,34.0,Gas
1883,Ratty's Lane Sustainable Enery Facility (Waste AD),Tamar Energy,3.0,Biomass
1884,Ravens Close,Tau Solar,5.0,Solar
1885,Raventhorpe Farm,Fengate Capital,38.0,Solar
1886,Ray,Vattenfall,54.4,Wind
1887,ReFood - Dagenham Docks Biogas (Waste AD),ReFood UK Ltd,1.4,Biomass
1888,Reaches Farm Solar Park,Lightsource Renewable Energy,6.1,Solar
1889,Reaps Moss Wind Farm (resubmitted),Infrared Capital Partners,10.2,Wind
1890,Rectory Farm/Emberton,Low Carbon,9.0,Solar
1891,Red Gap Moor Wind Farm,Capital Dynamics,12.5,Wind
1892,Red Hill Farm,Lightsource Renewable Energy,4.8,Solar
1893,Red Tile,Wind Prospect Development (DAO Mr J Pennay),24.0,Wind
1894,Redcourt Farm,PS Renewables,3.3,Solar
1895,Redhall Industrial Estate,Dodds Limited,5.0,Solar
1896,Redhill 2,Biffa,3.0,Waste
1897,Redlands Farm,juwi Renewable Energies,6.2,Solar
1898,Reepham Road (Waste AD),Future Biogas Ltd,1.5,Biomass
1899,Reliance Street Mechanical Biological Treatment Facility (MBT),Viridor,2.0,Biomass
1900,Reservoir Road (Farm AD),B and D Property Services Ltd/James Cromie,1.1,Biomass
1901,Rew Farm Solar Farm,Lightsource Renewable Energy,6.1,Solar
1902,Rexton Cross,Padero Solaer,2.0,Solar
1903,Reydon Farm (resubmission),Green Hedge (BayWa r.e.),3.9,Solar
1904,Rheidol,Powergen,55.975,Hydro
1905,Rhewl Farm,Renesola,6.0,Solar
1906,Rhodders,EDF/Wind Prospect,12.3,Wind
1907,Rhosygilwen Solar Farm,,1.0,Solar
1908,Rhug Estate,Rhug Estate,1.2,Solar
1909,Rhyd-y-Pandy Solar Farm,Wessex Solar Energy,6.0,Solar
1910,Rhyl Flats,RWE Npower,90.0,Wind
1911,Rickfield Farm solar park,Western Power Distribution,1.0,Solar
1912,Ridham CHP Plant,MVV Energie  Ridham Dock,25.0,Biomass
1913,Rigby Landfill,FCC Environment,3.0,Waste
1914,Rigged Hill,B9 Energy Services Ltd/ ScottishPower Renewables,5.0,Wind
1915,Ring O Bells Farm,GEUK Direct LTD - Daniel Corcoran - daniel@geukdirect.com,5.0,Solar
1916,Risley,Biffa,2.0,Waste
1917,Risley '4' Landfill Scheme,Biffa,5.9,Waste
1918,Risley Sets 13 & 14,Biffa,2.1,Waste
1919,River E,RWE npower,3.0,Hydro
1920,River Lochy Hydro,Gilkes Energy,2.0,Hydro
1921,River Pattack (resubmission),Gilkes Energy,2.0,Hydro
1922,River Taodail Hydro,Gilkes Energy,1.4,Hydro
1923,Riverside Resource Recovery Facility (RRRF),Cory Environmental,72.0,Waste
1924,Roanhead Farm,Fengate Capital,6.5,Solar
1925,Robin Rigg East,E.On,90.0,Wind
1926,Robin Rigg West,E.On,90.0,Wind
1927,Rock Farm / Goldborough Farm (Rookwood),Good Energy Generation,5.0,Solar
1928,Rocksavage,Intergen,810.0,Gas
1929,Rodbaston,REG Windpower,2.052,Wind
1930,Rodbourne Rail Farm - Solar Park,British Solar Renewables,7.6,Solar
1931,Rolleston Park Farm,Push Energy (Rolleston),18.7,Solar
1932,Rolls Royce Filton Campus Building 184,Innogy (previously BELECTRIC Solar),1.4,Solar
1933,Rolls Royce Filton Campus Building 185,Innogy (previously BELECTRIC Solar),1.8,Solar
1934,Rookery Business Park,Solar Century/ Bluefield Solar,5.0,Solar
1935,Rookery Farm,Green Switch Solutions,3.8,Solar
1936,Roos,Renewable Energy Systems (RES),17.1,Wind
1937,Rose And Crown Farm,Elgin Energy EsCo,30.0,Solar
1938,Rosedew Farm,INRG,5.0,Solar
1939,Rosehall,E.On,24.7,Wind
1940,Rosehill Wind Turbines,Green Cat Renewables,2.4,Wind
1941,Roskrow Barton,REG Windpower (previously Cornwall Light and Power),1.7,Wind
1942,Roskrow Farm,Roskrow Solar,8.9,Solar
1943,Rossendale Power,,1.6,Waste
1944,Rotherdale Farm,Vale Green Energy,5.0,Solar
1945,Rotherdale Farm - extension,Vale Green Energy,9.0,Solar
1946,Rothes,Natural Power Consultants,51.0,Wind
1947,Rothes 2,Fred Olsen Renewables,41.4,Wind
1948,Rothes Bio-Plant,Scottish Bio-Power,8.3,Biomass
1949,Rothiesholm,Longearth Ltd / Farm Energy,2.7,Wind
1950,Roughside Hill,PowerGen and Natural Power,30.0,Wind
1951,Roundponds Farm Solar Park,Hive Energy,13.5,Solar
1952,Roves Farm (Solar) - resubmission,Bluefield Solar,12.7,Solar
1953,Rowles Farm solar park,United Photovoltaics,13.0,Solar
1954,Rowley,,1.9,Waste
1955,Roxby Gas to Energy,Biffa,8.5,Waste
1956,Roxwell Landfill Scheme,Redland Aggregates Ltd (Lafarge Redland),1.3,Waste
1957,Royd Moor,,6.5,Wind
1958,Royston Solar Farm (Phase 1) (a),Canadian Solar,5.0,Solar
1959,Ruabon,Waste Recycling Group,2.1,Waste
1960,Rudbaxton Solar Park,Rudbaxton Solar Park Limited,10.8,Solar
1961,Rudge Hill Farm,Lightsource Renewable Energy,1.01886,Solar
1962,Rufford Lane,Anesco,2.6,Solar
1963,Runcorn EfW,INEOS Chlor / Viridor-Laing,81.0,Waste
1964,Runfold Landfill,SITA UK,1.2,Waste
1965,Rushmoor Lane Farm (Cheshire Coppice),Sunsave 38/ Vogt Solar,5.0,Solar
1966,Rusholme,EDF/China General Nuclear Power Corporation,24.0,Wind
1967,Ryder Point Quarry Wind Turbines,Longcliffe Quarries,5.0,Wind
1968,Rydon Farm,MTS Rydon Solar,12.0,Solar
1969,Rye House,Scottish Power: Thermal,715.0,Gas
1970,Rye Meads Sewerage Treatment Works,Thames Water Utilities,2.3,Biomass
1971,Ryston Estate Solar Park,Lightsource Renewable Energy,4.8,Solar
1972,SAICA Paper Mill,GDF SUEZ ENERGY UK,41.6,Biomass
1973,SAUNDERCROFT SOLAR FARM,Ms V Creber,7.0,Solar
1974,SELCHP ERF,Veolia (SELCHP),32.0,Cogeneration
1975,SPD 2 Hall Farm,Solar Park Developments (Blackrock),14.9147,Solar
1976,SPD 3 Grange Farm,Solar Park Developments,9.49544,Solar
1977,SPD 4 Gelliwern,Solar Park Developments,6.24,Solar
1978,STRETE FARM SOLAR FARM,Ms Power Projects Ltd,4.8,Solar
1979,Safeguard Bradwall,Lightsource Renewable Energy,4.997475,Solar
1980,Salcey Farm,Anesco,5.46156,Solar
1981,Salford Lodge,AR Partners,5.0,Solar
1982,Salford Refuse Treatment Plant (AD),Viridor,2.0,Biomass
1983,Salford Road,Aldi,1.6,Solar
1984,Salford Road Solar Farm (resubmission),Greater Manchester Waste Disposal Authority,2.2,Solar
1985,Salhouse Solar Farm,Island Green Power,5.0,Solar
1986,Salt Ayre,Natural Power / SITA UK,4.0,Waste
1987,Saltend,,1200.0,Gas
1988,Saltend Wind Turbine,Yorkshire Water,1.3,Wind
1989,Sancton Hill Wind Farm,REG Windpower (previously Cornwall Light and Power),10.384,Wind
1990,Sandbach,E.On UK,56.0,Gas
1991,Sandhill Anaerobic Digestion Plant (Waste AD),GWE Biogas,2.0,Biomass
1992,Sandhill Solar Park,Solar Power South,2.0,Solar
1993,Sands Farm Quarry Landfill Site,Viridor,3.5,Waste
1994,Sandy Lane Generation Plant,ENERGY DEVELOPMENTS (UK) LTD/Cleanaway,2.0,Waste
1995,Sandy Lane Landfill Scheme,Aveley Methane Ltd,2.3,Waste
1996,Sandys Moor,Anesco,2.9,Solar
1997,Saron,Anesco,6.33258,Solar
1998,Sawmills Solar Farm,Solstice Renewables,6.5,Solar
1999,Saxley Farm,Solar Century/ Bluefield Solar,5.0,Solar
2000,Says Court,AEE Renewables,19.807,Solar
2001,School Aycliffe,Lightsource Renewable Energy,5.0,Solar
2002,Scorton,Yorwaste,1.0,Waste
2003,Scout Moor,Munich Re (previously Peel),65.0,Wind
2004,Scouthead Power Plant,ONYX,2.9,Waste
2005,Screggagh,Screggagh Windfarm,20.0,Wind
2006,Screwfix Direct,Kingfisher Scottish Limited Partnership,2.5,Solar
2007,Scroby Sands,E.On,60.0,Wind
2008,SeaGen Tidal Farm,Marine Current Turbines (MCT),1.2,Wave and Tidal
2009,Seabank 1,,812.0,Gas
2010,Seabank 2,Seabank Power Limited,410.0,Gas
2011,Seaforth,Mersey Docks and Harbour Company and Windcluster Limited,3.0,Wind
2012,Seamer Carr,Yorwaste,1.3,Waste
2013,Seamer Wind Farm - Hambleton,Infinis  previously Broadview Energy,4.0,Wind
2014,Seamer Windfarm - Stockton on Tees,Broadview Energy,6.0,Wind
2015,Seaton Road Solar Farm,SBC Renewables,4.0,Solar
2016,Seaview Farm,Mohammed Khaliq,1.7,Solar
2017,Sedbury Park,Bee Green Solar,5.0,Solar
2018,Seegronan,Seegronan Windfarm,13.8,Wind
2019,Sefter Farm AD Plant (Farm AD),Barfoots of Botley,1.0,Biomass
2020,Seghill Village Waste Disposal Site phase 1 and 2,Northumberland Waste Management / SITA UK,4.1,Waste
2021,Severn Power,MPF Operations Limited,850.0,Gas
2022,Severn Road Solar Park,Bristol City Council,1.8,Solar
2023,Severn Trent STW,Severn Trent Water,2.5,Wind
2024,Severn Trent Water - Stoke Bardolph Wind Turbine,Severn Trent Water,1.5,Wind
2025,Severnside Energy Recovery Centre,SITA UK,32.0,Waste
2026,Sevor Farm,AEE Renewables,9.3,Solar
2027,Shacks Barn Solar Farm,Moser Baer,5.0,Solar
2028,Shakespeare Farm Landfill Site,Biffa,1.0,Waste
2029,Shantavny Scotch,Tyrone Wind Energy Ltd,16.1,Wind
2030,Sharland Farm,Lightsource Renewable Energy,2.8,Solar
2031,Shearman Field,ALCO WASTE MANAGEMENT LTD,1.9,Waste
2032,Sheepbridge Court Farm,Orta Sheepbridge Solar,8.0,Solar
2033,Sheffield ERF,Veolia,19.3,Waste
2034,Shelford Generation Plant II,ENERGY DEVELOPMENTS (UK) LTD,8.0,Waste
2035,Shelford Landfill Scheme,Brett Waste Management Ltd,1.9,Waste
2036,Shelswell,Anesco,5.06331,Solar
2037,Shepham Lane (Resubmission),Belltown Power,7.5,Wind
2038,Sherburn,Kingspan,5.0,Solar
2039,Sheriffhales,Lightsource Renewable Energy,5.0,Solar
2040,Sheringham Shoal BMU 1 & 2,Vattenfall,316.0,Wind
2041,Shielburn Farm,Green Cat Renewables,6.9,Wind
2042,Shin,Scottish and Southern: Hydro Schemes - Shin,18.6,Hydro
2043,Shipton Bellinger - Park House Corner Solar Farm,Low Carbon Solar,5.4,Solar
2044,Shoals Hook Farm,John Laing Environmental Assets (formerly Camborne Capital),12.1,Solar
2045,Shooters,Ecotricity,2.0,Wind
2046,Shooters Bottom Solar Park,Anesco,7.0,Solar
2047,Shoreham,,420.0,Gas
2048,Short Hazel Solar Farm,Pearmat Solar,5.0,Solar
2049,Shortheath Solar Park,Trina Solar,5.0,Solar
2050,Shotwick,Foresight Solar Fund,72.209,Solar
2051,Sibelco Brassington,Sibelco/ Golconda,2.3,Wind
2052,Siddick Wind Farm,Windprospect (a subsidiary of Windcluster Ltd.),4.2,Wind
2053,Sidegate Lane,Nene Valley Waste Ltd,2.4,Waste
2054,Sidegate Lane Landfill Site,East Midlands Electricity Generation,1.3,Waste
2055,Silent Valley Landfill Scheme,NOVERA,2.7,Waste
2056,Singleton Birch (Farm AD),Singleton Birch,1.5,Biomass
2057,Sisters,Infinis (formerly Novera Energy),8.4,Wind
2058,Site To North East Of  Lochcraigs Farm,SBC Renewables,5.0,Solar
2059,Six Hills Solar Farm,Lightsource Renewable Energy,18.7,Solar
2060,Sixpenny Wood,Greencoat UK Wind,20.5,Wind
2061,Sizewell B,British Energy (now part of EDF),1198.0,Nuclear
2062,Skeddoway Farm Wind Turbine,RM Brown And Son,1.5,Wind
2063,Skeddoway Farm Wind Turbine (Resubmission),Clenergy,1.5,Wind
2064,Skegness,Mr. A. Fornal,10.684,Solar
2065,Skegness Solar Park,Skegness Solar Park,4.9,Solar
2066,Skelbrooke Landfill Gas Project,DARRINGTON QUARRIES LTD,2.1,Waste
2067,Skelmonae Wind Farm,David Smith,3.2,Wind
2068,Skelton Grange Landfill,Biffa,5.2,Waste
2069,Skibeden,Yorwaste,2.0,Waste
2070,Skylark,Anesco,4.93885,Solar
2071,Slaughtergate Farm,Lightsource Renewable Energy,1.8,Solar
2072,Sleaford Renewable Energy Plant,Glenmont,40.0,Biomass
2073,Slieve Divena,Greencoat (formerly Infinis/SSE),30.0,Wind
2074,Slieve Divena Phase 2 Wind Farm,Scottish and Southern Energy (SSE),18.8,Wind
2075,Slieve Kirk,Airtricity,73.6,Wind
2076,Slieve Rushen Extension,,54.0,Wind
2077,Slieve Rushen Phase 1 Wind Farm,Sean Quinn Group,5.0,Wind
2078,Slough,Scottish and Southern: Thermal,35.0,Cogeneration
2079,Slough Sewage Treatment Works,Thames Water Utilities,1.2,Waste
2080,Sloy,Scottish and Southern: Hydro Schemes - Sloy/Awe,152.5,Hydro
2081,Smith Hall Farm Solar Park,Trina Solar,5.0,Solar
2082,Snarlton Farm (Melksham solar farm),Foresight,49.6,Solar
2083,Snetterton Biomass Plant,Burmeister & Wain Scandinavian Contractor A/S (BWSC),44.2,Biomass
2084,Snettisham Solar Farm,Solar Associates,2.7,Solar
2085,Sober Hill,West Coast Energy,12.3,Wind
2086,Solar Farm at Fields Farm (Phase 1),Foresight Group (TGC Renewables),5.0,Solar
2087,Solar farm at land at The Willows  Uttoxeter,TGC Renewables,6.4,Solar
2088,Solutia,Solutia / Vestas,5.0,Wind
2089,Somersal Mill Farm,Navitas Project,2.6,Solar
2090,Somerton,Ecotricity,1.8,Wind
2091,Somerton Door Farm,Lightsource Renewable Energy,8.7,Solar
2092,Soothills Landfill,ONYX LANDFILL LTD,1.0,Waste
2093,South Cathkin Landfill Site,CLP Envirogas,7.4,Waste
